# Avellaneda-Stoikov (2008) vs Imbalance-Aware (2018)

Step,Inventory Avellaneda,PnL Avellaneda,Inventory Imbalance,PnL Imbalance
3915,-5,18206.4,-70,15328.4
3920,-5,18226.8,-70,15359
3925,-5,18257.4,-70,15379.8
3930,-5,18277.8,-80,15406.9
3935,-5,18308.4,-90,15424.3
3940,-5,18328.8,-80,15437.5
3945,-5,18349.2,-80,15437.1
3950,-5,18379.8,-70,15449.7
3955,-5,18400.1,-70,15458.2
3960,-5,18430.7,-70,15458.2
3965,-5,18451.1,-70,15478.5
3970,-5,18471.5,-70,15509.1
3975,-5,18502.1,-80,15515.2
3980,-5,18522.5,-90,15532.3
3985,-5,18553,-90,15552.7
3990,-5,18573.5,-80,15566.8
3995,-5,18603.6,-80,15590.8
4000,-5,18624,-80,15610.9
4005,-5,18654.6,-90,15638.6
4010,-5,18674.9,-90,15646.2
4015,-5,18705.5,-90,15677.1
4020,-5,18725.8,-90,15686.6
4025,-5,18756.4,-90,15717.2
4030,-5,18776.8,-90,15737.6
4035,-5,18807.5,-90,15768.2
4040,-5,18827.9,-90,15788.6
4045,-5,18858.5,-90,15819.2
4050,-5,18878.9,-90,15839.6
4055,-5,18899.3,-90,15860.9
4060,-5,18919.7,-90,15881
4065,-5,18940.1,-90,15901.5
4070,-5,18970.7,-90,15921.5
4075,-5,18991.1,-90,15952.3
4080,-5,19021.7,-90,15972.7
4085,-5,19042.1,-90,16003.3
4090,-5,19062.4,-90,16022.4
4095,-5,19082.8,-90,16042.3
4100,-5,19113.4,-90,16072.9
4105,-5,19133.8,-90,16093.3
4110,-5,19164.4,-80,16116.6
4115,-5,19184.7,-80,16135.9
4120,-5,19215.3,-80,16166.8
4125,-5,19235.7,-80,16186.9
4130,-5,19266.3,-80,16217.9
4135,-5,19286.7,-80,16238.3
4140,-5,19317.3,-80,16268.9
4145,-5,19337.7,-80,16289.3
4150,-5,19358,-80,16308.9
4155,-5,19368.3,-80,16319.9
4160,-5,19398.9,-70,16332.9
4165,-5,19419.3,-70,16363.5
4170,-5,19449.9,-70,16383.9
4175,-5,19470.3,-70,16405.4
4180,-5,19500.9,-80,16432.3
4185,-5,19521.3,-80,16452.7
4190,-5,19541.8,-80,16473.5
4195,-5,19572.4,-80,16504.6
4200,-5,19592.8,-70,16518.4
4205,-5,19613.2,-60,16532.4
4210,-5,19643.8,-60,16553
4215,-5,19664.2,-50,16566.8
4220,-5,19684.5,-50,16586.7
4225,-5,19705,-50,16607.6
4230,-5,19725.4,-50,16628.5
4235,-5,19756,-60,16655.1
4240,-5,19776.4,-60,16675.5
4245,-5,19807,-60,16695.9
4250,-5,19827.3,-60,16725.3
4255,-5,19847.7,-60,16745.7
4260,-5,19878.3,-60,16776.3
4265,-5,19898.7,-60,16796.7
4270,-5,19929.3,-50,16820.9
4275,-5,19949.7,-50,16841.3
4280,-5,19980.3,-50,16871.9
4285,-5,20000.8,-50,16892.8
4290,-5,20031.4,-50,16913.4
4295,-5,20051.8,-50,16944.1
4300,-5,20062,-50,16954.4
4305,-5,20082.4,-50,16975.2
4310,-5,20113,-50,16996.1
4315,-5,20133.4,-50,17016.5
4320,-5,20164.1,-50,17047.3
4325,-5,20184.5,-60,17064.3
4330,-5,20215.1,-60,17084.7
4335,-5,20235.4,-50,17108.9
4340,-5,20255.9,-50,17129.6
4345,-5,20286.5,-50,17150.2
4350,-5,20306.9,-50,17181.1
4355,-5,20337.5,-50,17201.7
4360,-5,20357.8,-50,17232.3
4365,-5,20378.2,-50,17252.7
4370,-5,20408.8,-50,17283.3
4375,-5,20429.2,-50,17293.5
4380,-5,20459.8,-50,17324.3
4385,-5,20480.2,-50,17344.9
4390,-5,20500.6,-40,17359.2
4395,-5,20531.2,-40,17389.8
4400,-5,20551.6,-40,17410.2
4405,-5,20582.2,-30,17425.4
4410,-5,20602.6,-30,17445.8
4415,-5,20633.2,-30,17445.6
4420,-5,20653.1,-30,17463.2
4425,-5,20673.5,-30,17483.4
4430,-5,20704.1,-30,17514
4435,-5,20724.4,-30,17534.4
4440,-5,20744.8,-30,17554.8
4445,-5,20765.3,-30,17575.4
4450,-5,20795.9,-40,17601.7
4455,-5,20816.2,-40,17622.1
4460,-5,20846.8,-40,17652.7
4465,-5,20867.2,-40,17673.1
4470,-5,20897.8,-40,17703.7
4475,-5,20918.2,-40,17724.1
4480,-5,20949.3,-50,17743.7
4485,-5,20969.7,-40,17757.9
4490,-5,21000.3,-40,17767.9
4495,-5,21020.7,-40,17788.5
4500,-5,21051.3,-40,17809.1
4505,-5,21071.6,-30,17813.1
4510,-5,21102.2,-30,17833.5
4515,-5,21122.6,-30,17843.7
4520,-5,21153.2,-30,17863.9
4525,-5,21173.6,-30,17884.3
4530,-5,21204.2,-30,17914.9
4535,-5,21224.6,-30,17935.3
4540,-5,21255.2,-30,17955.9
4545,-5,21275.6,-40,17970.9
4550,-5,21296,-40,17991.5
4555,-5,21326.6,-50,18018.4
4560,-5,21347,-50,18028.5
4565,-5,21367.4,-60,18034.3
4570,-5,21398,-60,18044.3
4575,-5,21418.3,-60,18044
4580,-5,21438.7,-60,18044
4585,-5,21469.3,-60,18043.7
4590,-5,21489.7,-60,18043.7
4595,-5,21520.3,-70,18049.7
4600,-5,21540.7,-60,18053.4
4605,-5,21571.2,-70,18059.8
4610,-5,21591.6,-70,18069.7
4615,-5,21622.2,-60,18073.7
4620,-5,21642.6,-70,18090.2
4625,-5,21673.2,-60,18094.2
4630,-5,21693.6,-70,18110.5
4635,-5,21724.1,-70,18119.4
4640,-5,21744.6,-80,18125.7
4645,-5,21765,-80,18136
4650,-5,21785.3,-80,18135.6
4655,-5,21805.7,-80,18145.4
4660,-5,21825.2,-80,18151.5
4665,-5,21855.8,-80,18181.8
4670,-5,21876.2,-80,18202.4
4675,-5,21906.8,-80,18233.5
4680,-5,21927.2,-80,18253.9
4685,-5,21957.8,-80,18274.3
4690,-5,21978.3,-70,18289.2
4695,-5,21998.7,-70,18309.4
4700,-5,22029.3,-70,18340
4705,-5,22039.8,-70,18354.8
4710,-5,22060.3,-70,18376
4715,-5,22090.9,-70,18406.6
4720,-5,22111.3,-70,18427
4725,-5,22141.9,-70,18457.6
4730,-5,22162.4,-70,18479.8
4735,-5,22182.8,-70,18500.5
4740,-5,22213.3,-70,18530.1
4745,-5,22233.6,-70,18549.2
4750,-5,22254.1,-80,18567.6
4755,-5,22264.3,-80,18567.2
4760,-5,22294.9,-80,18598.5
4765,-5,22315.4,-80,18619.9
4770,-5,22335.6,-70,18640
4775,-5,22355.9,-70,18659
4780,-5,22386.5,-70,18689.6
4785,-5,22406.8,-70,18709.2
4790,-5,22427.1,-70,18729.1
4795,-5,22457.7,-60,18752.5
4800,-5,22478.1,-70,18758.4
4805,-5,22498.5,-70,18778.8
4810,-5,22528.9,-70,18807.7
4815,-5,22549.4,-70,18828.4
4820,-5,22569.9,-70,18850.6
4825,-5,22590.2,-70,18880.1
4830,-5,22610.6,-70,18899.9
4835,-5,22641.2,-50,18917.3
4840,-5,22661.5,-50,18926.9
4845,-5,22681.9,-50,18947.1
4850,-5,22712.5,-50,18967.5
4855,-5,22732.9,-50,18998.1
4860,-5,22763.5,-50,19018.7
4865,-5,22783.9,-50,19049.3
4870,-5,22814.5,-50,19069.7
4875,-5,22834.9,-50,19100.3
4880,-5,22865.5,-50,19120.7
4885,-5,22885.9,-50,19151.3
4890,-5,22916.5,-50,19171.8
4895,-5,22926.8,-30,19180.1
4900,-5,22947.2,-30,19201.1
4905,-5,22967.6,-30,19221.5
4910,-5,22998.2,-30,19252.1
4915,-5,23018.6,-30,19272.5
4920,-5,23038.9,-40,19287.8
4925,-5,23059.3,-50,19313.9
4930,-5,23089.9,-50,19334
4935,-5,23100.1,-40,19348.1
4940,-5,23130.7,-50,19374.8
4945,-5,23151.1,-40,19388.7
4950,-5,23181.7,-40,19419.9
4955,-5,23202.1,-40,19440.5
4960,-5,23232.7,-40,19460.8
4965,-5,23253.1,-30,19475.2
4970,-5,23273.5,-30,19495.6
4975,-5,23293.9,-30,19516.2
4980,-5,23314.3,-40,19542.1
4985,-5,23334.7,-40,19562.7
4990,-5,23365.3,-50,19579.3
4995,-5,23385.7,-50,19610.1
5000,-5,23416.3,-40,19624.1
5005,-5,23436.7,-30,19638.3
5010,-5,23467.3,-30,19658.7
5015,-5,23487.7,-40,19674.5
5020,-5,23518.3,-40,19695
5025,-5,23528.2,-30,19707.2
5030,-5,23558.8,-20,19721.7
5035,-5,23579.2,-30,19747.9
5040,-5,23599.6,-20,19762.4
5045,-5,23619.9,-10,19777.2
5050,-5,23650.5,0,19802.6
5055,-5,23670.9,0,19812.9
5060,-5,23691.2,-10,19828.1
5065,-5,23721.8,-10,19858.7
5070,-5,23742.2,-20,19874.1
5075,-5,23762.6,-30,19900.2
5080,-5,23783.1,-30,19921.2
5085,-5,23803.5,-50,19933.1
5090,-5,23823.8,-50,19953.5
5095,-5,23844.2,-50,19973.4
5100,-5,23864.5,-50,19993.4
5105,-5,23895.1,-50,20024.3
5110,-5,23915.5,-50,20044.9
5115,-5,23946.1,-50,20075.8
5120,-5,23966.5,-50,20096.2
5125,-5,23997.2,-50,20127
5130,-5,24017.6,-50,20147.4
5135,-5,24037.9,-60,20173.9
5140,-5,24068.5,-60,20194.3
5145,-5,24088.9,-50,20218.4
5150,-5,24119.5,-50,20238.8
5155,-5,24139.9,-50,20269.1
5160,-5,24170.5,-50,20289.9
5165,-5,24190.9,-40,20314
5170,-5,24221.5,-40,20334.8
5175,-5,24241.9,-40,20365.7
5180,-5,24272.5,-40,20386.1
5185,-5,24292.9,-50,20412.4
5190,-5,24313.3,-50,20432.8
5195,-5,24343.9,-50,20463.5
5200,-5,24364.3,-50,20484.1
5205,-5,24394.9,-50,20515
5210,-5,24415.3,-50,20535.5
5215,-5,24445.9,-60,20561.9
5220,-5,24466.3,-60,20582.6
5225,-5,24496.9,-60,20592.8
5230,-5,24517.3,-70,20619.6
5235,-5,24537.6,-60,20632.8
5240,-5,24568.2,-50,20657
5245,-5,24588.6,-50,20677.2
5250,-5,24619.2,-50,20708.1
5255,-5,24639.6,-50,20728.3
5260,-5,24659.9,-60,20754.4
5265,-5,24680.3,-70,20770.6
5270,-5,24700.7,-70,20801.5
5275,-5,24731.3,-70,20822.1
5280,-5,24751.7,-70,20853
5285,-5,24782.3,-60,20867
5290,-5,24802.7,-60,20897.8
5295,-5,24823.2,-60,20918.9
5300,-5,24853.7,-60,20949.2
5305,-5,24874.1,-60,20969.5
5310,-5,24904.7,-50,20983.4
5315,-5,24925.2,-50,21005.1
5320,-5,24955.7,-50,21034.9
5325,-5,24976.1,-50,21055.5
5330,-5,24996.6,-70,21079.2
5335,-5,25027.2,-60,21092.8
5340,-5,25047.6,-60,21112.9
5345,-5,25078.2,-60,21143.7
5350,-5,25098.6,-60,21164.2
5355,-5,25119.1,-50,21179.9
5360,-5,25139.5,-40,21193.5
5365,-5,25159.9,-40,21224.4
5370,-5,25190.6,-40,21245
5375,-5,25211,-50,21262.4
5380,-5,25231.4,-50,21283
5385,-5,25262,-40,21307.4
5390,-5,25282.4,-40,21328
5395,-5,25313.1,-40,21359.2
5400,-5,25333.5,-40,21379.6
5405,-5,25364.1,-40,21410.2
5410,-5,25384.5,-40,21430.4
5415,-5,25415.1,-50,21457
5420,-5,25435.5,-40,21471.3
5425,-5,25466.1,-50,21497.9
5430,-5,25486.5,-50,21518.3
5435,-5,25517.1,-50,21548.9
5440,-5,25537.5,-50,21569.3
5445,-5,25557.9,-40,21593.5
5450,-5,25578.3,-30,21608
5455,-5,25608.9,-30,21638.9
5460,-5,25629.3,-30,21659.5
5465,-5,25659.9,-20,21684.3
5470,-5,25680.3,-20,21704.9
5475,-5,25700.7,-20,21725.5
5480,-5,25731.3,-20,21756.4
5485,-5,25751.7,-10,21771.1
5490,-5,25772.1,-10,21801.9
5495,-5,25802.7,-10,21822.4
5500,-5,25823.1,-10,21853
5505,-5,25853.7,-10,21873.4
5510,-5,25874.1,-20,21899.1
5515,-5,25904.7,-20,21919.8
5520,-5,25925,-20,21939.7
5525,-5,25955.6,-20,21970.2
5530,-5,25976,-20,21990.6
5535,-5,25996.5,-20,22011.4
5540,-5,26027.1,-20,22042
5545,-5,26047.3,-20,22061.9
5550,-5,26077.9,-20,22092.5
5555,-5,26098.4,-10,22107.4
5560,-5,26129,-10,22127.8
5565,-5,26139.1,-10,22148.2
5570,-5,26159.5,-10,22178.8
5575,-5,26190.1,-20,22194.3
5580,-5,26210.5,-20,22224.9
5585,-5,26231,-20,22245.6
5590,-5,26261.6,-20,22276.3
5595,-5,26282,-20,22296.7
5600,-5,26312.6,-20,22317.3
5605,-5,26333,-20,22337.8
5610,-5,26363.6,-10,22362.6
5615,-5,26374,-10,22373.1
5620,-5,26404.6,-10,22404
5625,-5,26424.9,-10,22424.5
5630,-5,26455.5,-10,22455.3
5635,-5,26475.9,-10,22475.9
5640,-5,26496.3,-10,22496.4
5645,-5,26526.9,-10,22527
5650,-5,26547.3,-10,22547.3
5655,-5,26577.9,-10,22577.9
5660,-5,26598.3,0,22592.9
5665,-5,26629,0,22623.5
5670,-5,26649.4,10,22639
5675,-5,26680,10,22669.6
5680,-5,26700.4,10,22690.2
5685,-5,26731,10,22720.9
5690,-5,26751.4,10,22741.5
5695,-5,26782,10,22772.4
5700,-5,26802.4,10,22793
5705,-5,26833,10,22823.9
5710,-5,26853.3,10,22844.7
5715,-5,26873.7,10,22865.3
5720,-5,26904.4,10,22895.8
5725,-5,26924.7,20,22911.7
5730,-5,26945.1,20,22942.5
5735,-5,26975.8,30,22957.7
5740,-5,26996.2,30,22967.8
5745,-5,27026.8,30,22998.4
5750,-5,27047.2,30,23018.8
5755,-5,27077.8,30,23049.5
5760,-5,27098.2,30,23070.1
5765,-5,27128.8,30,23100.7
5770,-5,27149.2,30,23121.1
5775,-5,27179.8,40,23147.1
5780,-5,27200.2,40,23167.5
5785,-5,27230.8,40,23198.1
5790,-5,27251.2,40,23218.5
5795,-5,27281.7,40,23249.3
5800,-5,27302.1,40,23270.3
5805,-5,27332.6,30,23295.1
5810,-5,27352.9,30,23316.3
5815,-5,27373.3,30,23336.8
5820,-5,27403.8,30,23357.7
5825,-5,27424.4,50,23378.5
5830,-5,27444.7,60,23395.5
5835,-5,27475.2,60,23417.1
5840,-5,27495.6,50,23441.2
5845,-5,27516.1,50,23450.8
5850,-5,27546.7,40,23464.6
5855,-5,27567.1,40,23474.4
5860,-5,27587.3,40,23496.7
5865,-5,27617.9,40,23527.3
5870,-5,27638.3,40,23547.7
5875,-5,27668.9,40,23578.3
5880,-5,27689.3,50,23594.7
5885,-5,27719.9,50,23625.3
5890,-5,27740.3,50,23645.7
5895,-5,27770.9,50,23676.3
5900,-5,27791.2,50,23697.2
5905,-5,27811.6,60,23724
5910,-5,27842.2,60,23744.1
5915,-5,27862.6,50,23768.1
5920,-5,27893.2,50,23788.5
5925,-5,27913.7,40,23812.2
5930,-5,27944.3,30,23826.3
5935,-5,27964.7,30,23856.7
5940,-5,27985.2,30,23877.2
5945,-5,28015.8,30,23897.6
5950,-5,28036.2,30,23928
5955,-5,28056.6,30,23948.4
5960,-5,28077.1,30,23968.2
5965,-5,28107.7,30,23998.9
5970,-5,28128.1,30,24019.3
5975,-5,28148.6,30,24039.1
5980,-5,28159,30,24058.8
5985,-5,28189.6,20,24062.9
5990,-5,28210,0,24082.8
5995,-5,28240.6,0,24103.2
6000,-5,28261,0,24134.1
6005,-5,28291.6,0,24154.7
6010,-5,28312.1,10,24180.2
6015,-5,28342.7,10,24200.7
6020,-5,28363.1,10,24231.3
6025,-5,28383.5,0,24246.3
6030,-5,28414.1,10,24272
6035,-5,28434.5,10,24292.4
6040,-5,28465.1,10,24323
6045,-5,28485.5,10,24343.4
6050,-5,28516.1,10,24374
6055,-5,28536.5,10,24394.4
6060,-5,28567.1,10,24425
6065,-5,28587.5,10,24445.4
6070,-5,28618.1,10,24476
6075,-5,28638.5,10,24496.4
6080,-5,28669.1,10,24527
6085,-5,28689.5,10,24547.4
6090,-5,28720.1,10,24577.9
6095,-5,28740.5,10,24598.5
6100,-5,28760.9,0,24624.1
6105,-5,28791.5,0,24644.7
6110,-5,28811.9,-10,24670.6
6115,-5,28842.5,-10,24691
6120,-5,28862.9,-10,24721.6
6125,-5,28893.5,-10,24742
6130,-5,28913.9,-10,24772.6
6135,-5,28944.5,-10,24793
6140,-5,28964.9,-10,24823.6
6145,-5,28995.5,-20,24839
6150,-5,29015.9,-20,24869.6
6155,-5,29046.5,-20,24890
6160,-5,29066.9,-20,24910.6
6165,-5,29097.5,-20,24941.2
6170,-5,29117.9,-20,24961.6
6175,-5,29148.5,-20,24992.2
6180,-5,29168.9,-20,25012.5
6185,-5,29199.5,-20,25043.3
6190,-5,29219.9,-20,25053.2
6195,-5,29250.4,-20,25083.8
6200,-5,29270.8,-20,25104.4
6205,-5,29291.3,-20,25125.3
6210,-5,29321.9,-20,25156.2
6215,-5,29342.3,-20,25176.7
6220,-5,29372.9,-20,25207.3
6225,-5,29393.3,-20,25227.7
6230,-5,29423.8,-20,25248
6235,-5,29444.2,-20,25278.7
6240,-5,29474.8,-20,25299.1
6245,-5,29495.2,-30,25315.2
6250,-5,29525.8,-20,25339.7
6255,-5,29546.2,-20,25360.1
6260,-5,29576.8,-20,25380.5
6265,-5,29597.2,-20,25411.1
6270,-5,29627.8,-20,25431.4
6275,-5,29648.2,-30,25447.2
6280,-5,29678.8,-20,25472.2
6285,-5,29699.2,-20,25492.6
6290,-5,29719.4,-20,25512.2
6295,-5,29739.7,-20,25532.5
6300,-5,29770.3,-20,25552.9
6305,-5,29790.7,-20,25583.4
6310,-5,29811,-20,25603.4
6315,-5,29831.4,-20,25623.8
6320,-5,29862,-20,25654.4
6325,-5,29882.4,-10,25669.3
6330,-5,29913,-10,25699.9
6335,-5,29933.4,0,25714.9
6340,-5,29953.7,10,25730.4
6345,-5,29984.3,0,25755.6
6350,-5,30004.8,-10,25770.8
6355,-5,30025.2,-10,25801.4
6360,-5,30055.8,-10,25821.9
6365,-5,30076.3,-10,25852.6
6370,-5,30096.7,-10,25873.1
6375,-5,30117.1,-20,25888.8
6380,-5,30137.5,-20,25919.4
6385,-5,30157.9,-10,25934.4
6390,-5,30178.2,0,25949.6
6395,-5,30208.9,10,25965.1
6400,-5,30229.3,20,25980.8
6405,-5,30259.9,20,26011.4
6410,-5,30280.2,20,26031.9
6415,-5,30310.8,20,26062.5
6420,-5,30331.2,20,26082.9
6425,-5,30361.8,20,26113.5
6430,-5,30382.2,20,26133.9
6435,-5,30412.8,20,26154.3
6440,-5,30433.3,20,26184.9
6445,-5,30453.7,20,26205.2
6450,-5,30484.3,10,26229.7
6455,-5,30504.7,10,26250.1
6460,-5,30535.3,10,26280.7
6465,-5,30555.7,10,26301.1
6470,-5,30586.3,10,26321.7
6475,-5,30606.8,10,26352.4
6480,-5,30627.2,10,26373
6485,-5,30657.8,10,26393.4
6490,-5,30678.2,10,26413.9
6495,-5,30708.8,10,26444.8
6500,-5,30729.2,10,26465.4
6505,-5,30759.8,20,26490.9
6510,-5,30780.2,20,26511.4
6515,-5,30810.8,20,26531.8
6520,-5,30831.2,20,26552.3
6525,-5,30861.8,10,26577.2
6530,-5,30882.2,10,26597.6
6535,-5,30912.8,0,26622.8
6540,-5,30933.2,0,26633.1
6545,-5,30963.8,10,26649
6550,-5,30984.2,10,26669.6
6555,-5,31014.8,10,26690.1
6560,-5,31035.2,10,26710.5
6565,-5,31065.8,10,26741.1
6570,-5,31086.2,10,26761.5
6575,-5,31116.8,10,26792.2
6580,-5,31137.2,10,26812.8
6585,-5,31167.8,20,26829.1
6590,-5,31188.2,30,26844.7
6595,-5,31208.6,20,26859.6
6600,-5,31239.2,30,26885.5
6605,-5,31259.6,20,26900.1
6610,-5,31290.2,20,26920.5
6615,-5,31310.6,30,26936.5
6620,-5,31341.2,40,26952.9
6625,-5,31361.7,40,26973.2
6630,-5,31392.3,30,26998.3
6635,-5,31412.7,30,27018.7
6640,-5,31443.3,40,27044.6
6645,-5,31463.7,40,27065.1
6650,-5,31494.3,40,27085.5
6655,-5,31514.7,40,27105.6
6660,-5,31545.3,50,27122.4
6665,-5,31565.7,50,27142.6
6670,-5,31586.1,40,27157.1
6675,-5,31616.7,30,27182
6680,-5,31637.1,40,27187.6
6685,-5,31667.7,50,27204
6690,-5,31688.1,50,27214
6695,-5,31718.7,40,27238.6
6700,-5,31739.1,40,27259
6705,-5,31769.7,40,27279.5
6710,-5,31790.1,40,27290
6715,-5,31820.7,40,27310.5
6720,-5,31841.1,30,27334.2
6725,-5,31871.7,40,27340.7
6730,-5,31892.1,40,27350.6
6735,-5,31922.8,40,27371
6740,-5,31943.2,50,27387.7
6745,-5,31973.8,40,27411.5
6750,-5,31994.2,50,27428.4
6755,-5,32024.8,40,27441.8
6760,-5,32045.1,40,27472.4
6765,-5,32075.7,40,27492.9
6770,-5,32096.1,50,27520.5
6775,-5,32126.8,50,27530.6
6780,-5,32147.2,60,27547.4
6785,-5,32177.8,60,27578.3
6790,-5,32198.2,60,27598.8
6795,-5,32228.8,50,27622.7
6800,-5,32249.2,50,27643.2
6805,-5,32269.6,50,27642.9
6810,-5,32300.2,60,27650.2
6815,-5,32320.6,70,27657
6820,-5,32351.2,50,27662.2
6825,-5,32371.6,40,27674.8
6830,-5,32402.2,50,27691.6
6835,-5,32422.6,40,27705.1
6840,-5,32453.2,50,27712.2
6845,-5,32473.7,50,27722.3
6850,-5,32504.3,50,27722.3
6855,-5,32524.7,50,27742.6
6860,-5,32555.3,50,27762.9
6865,-5,32575.7,50,27783.3
6870,-5,32606.3,50,27803.7
6875,-5,32626.7,50,27834.5
6880,-5,32657.3,50,27854.9
6885,-5,32677.7,50,27875.3
6890,-5,32708.3,50,27906
6895,-5,32728.7,50,27926.4
6900,-5,32759.3,50,27957
6905,-5,32779.7,50,27977.4
6910,-5,32810.3,40,28001.9
6915,-5,32830.7,40,28022.4
6920,-5,32861.3,30,28037.1
6925,-5,32881.7,30,28057.5
6930,-5,32912.3,30,28067.8
6935,-5,32932.7,20,28082.8
6940,-5,32963.3,20,28103.2
6945,-5,32983.7,20,28133.8
6950,-5,33014.3,20,28154.2
6955,-5,33034.7,20,28174.6
6960,-5,33065.3,20,28195
6965,-5,33085.7,20,28225.8
6970,-5,33106.2,20,28236
6975,-5,33126.5,20,28256.7
6980,-5,33157.1,20,28287.3
6985,-5,33177.5,10,28301.6
6990,-5,33208.1,10,28332.3
6995,-5,33228.5,20,28348.5
7000,-5,33259.1,20,28379.3
7005,-5,33279.5,20,28399.7
7010,-5,33310.1,20,28420.1
7015,-5,33330.5,20,28440.7
7020,-5,33361.1,20,28471.6
7025,-5,33381.5,20,28492.2
7030,-5,33412.1,10,28517.4
7035,-5,33432.5,0,28522
7040,-5,33453,20,28534.4
7045,-5,33483.6,0,28554.5
7050,-5,33504,10,28560
7055,-5,33534.6,10,28560
7060,-5,33555,0,28585.3
7065,-5,33576.3,0,28595.5
7070,-5,33606.9,-10,28621.1
7075,-5,33627.3,-10,28641.5
7080,-5,33657.9,-10,28672.1
7085,-5,33678.3,-10,28692.5
7090,-5,33708.9,-10,28723.1
7095,-5,33729.3,-10,28743.6
7100,-5,33759.9,-10,28764
7105,-5,33780.3,0,28779
7110,-5,33810.8,0,28809.8
7115,-5,33831.2,0,28830.4
7120,-5,33861.8,0,28861.3
7125,-5,33882.2,0,28881.9
7130,-5,33912.8,0,28902.5
7135,-5,33933.2,0,28933.4
7140,-5,33963.8,0,28954
7145,-5,33984.2,0,28984.9
7150,-5,34014.8,-10,29000.4
7155,-5,34035.2,-20,29016.1
7160,-5,34065.8,-20,29046.7
7165,-5,34086.2,-30,29062.7
7170,-5,34116.8,-30,29083.3
7175,-5,34137.2,-30,29114.1
7180,-5,34167.8,-30,29134.7
7185,-5,34188.2,-30,29165.6
7190,-5,34218.8,-40,29182.2
7195,-5,34239.2,-30,29196.1
7200,-5,34259.6,-30,29226.5
7205,-5,34279.8,-30,29246.2
7210,-5,34310.4,-30,29277.1
7215,-5,34330.7,-30,29297
7220,-5,34361.3,-30,29327.8
7225,-5,34381.7,-40,29343.8
7230,-5,34412.3,-40,29374.7
7235,-5,34432.7,-50,29391.2
7240,-5,34463.3,-50,29421.4
7245,-5,34483.7,-50,29441.8
7250,-5,34514.3,-50,29472.4
7255,-5,34534.7,-50,29492.8
7260,-5,34565.2,-50,29523.2
7265,-5,34585.7,-50,29543.8
7270,-5,34606,-50,29564
7275,-5,34626.4,-50,29584.4
7280,-5,34657,-40,29608.6
7285,-5,34677.5,-40,29629.2
7290,-5,34697.9,-40,29649.6
7295,-5,34718.3,-50,29676.2
7300,-5,34738.7,-50,29697.3
7305,-5,34759.2,-80,29717.9
7310,-5,34789.8,-70,29732.1
7315,-5,34810.2,-70,29753.1
7320,-5,34830.7,-80,29780.9
7325,-5,34840.9,-80,29802.1
7330,-5,34871.5,-80,29833.2
7335,-5,34891.9,-80,29853.8
7340,-5,34922.5,-80,29884.7
7345,-5,34943,-70,29898.5
7350,-5,34963.4,-70,29918.8
7355,-5,34994,-70,29939.4
7360,-5,35014.4,-70,29970.3
7365,-5,35034.7,-70,29990.5
7370,-5,35055.1,-80,30006.7
7375,-5,35085.7,-80,30026.9
7380,-5,35106.1,-80,30057.5
7385,-5,35136.7,-70,30072.1
7390,-5,35147,-70,30093.5
7395,-5,35167.4,-70,30103.5
7400,-5,35198,-60,30127.1
7405,-5,35218.4,-60,30147.5
7410,-5,35249,-70,30174.8
7415,-5,35269.4,-70,30195.2
7420,-5,35299.9,-70,30225.1
7425,-5,35320.3,-70,30245.6
7430,-5,35340.8,-70,30266.4
7435,-5,35371.4,-70,30297.3
7440,-5,35391.8,-70,30317.7
7445,-5,35422.3,-70,30337.8
7450,-5,35442.8,-70,30358.5
7455,-5,35463.4,-60,30374.8
7460,-5,35494,-60,30405.7
7465,-5,35514.2,-70,30419.9
7470,-5,35534.8,-70,30444
7475,-5,35555.2,-60,30457.5
7480,-5,35585.8,-60,30488.4
7485,-5,35606.2,-60,30508.8
7490,-5,35636.8,-60,30539.4
7495,-5,35657.1,-60,30558
7500,-5,35677.5,-60,30578.6
7505,-5,35708.1,-60,30609.5
7510,-5,35728.5,-60,30630.1
7515,-5,35759.1,-70,30657
7520,-5,35779.5,-70,30677.5
7525,-5,35799.8,-70,30707.1
7530,-5,35820.1,-70,30716.6
7535,-5,35850.6,-70,30745.2
7540,-5,35870.9,-70,30764.9
7545,-5,35891.3,-70,30784.9
7550,-5,35921.9,-70,30815.5
7555,-5,35942.3,-60,30828.8
7560,-5,35962.7,-60,30859.5
7565,-5,35993.2,-60,30868.9
7570,-5,36013.6,-50,30893
7575,-5,36044.2,-50,30913.8
7580,-5,36064.6,-40,30938
7585,-5,36085,-40,30958.6
7590,-5,36115.6,-40,30989.2
7595,-5,36136,-60,31001.2
7600,-5,36156.3,-50,31014.3
7605,-5,36176.7,-50,31034.5
7610,-5,36207.3,-50,31054.9
7615,-5,36227.7,-40,31079.4
7620,-5,36248.1,-40,31099.9
7625,-5,36278.7,-40,31120.5
7630,-5,36299.1,-40,31140.5
7635,-5,36319.5,-40,31171.1
7640,-5,36350.1,-40,31191.6
7645,-5,36370.4,-30,31205.7
7650,-5,36401,-30,31236.1
7655,-5,36421.4,-30,31256.5
7660,-5,36452,-30,31287.1
7665,-5,36472.4,-30,31307.5
7670,-5,36503,-30,31338.1
7675,-5,36523.4,-30,31358.6
7680,-5,36554,-40,31374.6
7685,-5,36574.4,-40,31405.2
7690,-5,36605,-40,31425.6
7695,-5,36625.4,-40,31456.2
7700,-5,36656,-40,31476.6
